Channel Name,Channel Link,Subscribers,Average Daily Views
"우리 모두 튼튼","https://vling.net/channel/UCOUzm2Kw5nKAwyDd1ewjXwA","262000","74024"
"싴 - 내가 찾는 지식의 모든 것","https://vling.net/channel/UCjRFJmI_lFlLkEu0i2gCZtQ","143000","72418"
"분당차병원_CHA Bundang Medical Center","https://vling.net/channel/UCQnbEcKjCBh-lEdX18Jimgg","44800","5103"
"건강한 하루","https://vling.net/channel/UC4iSYAD44__BOG5MDuksOgw","11400","712"
"몸신한의사 한진우","https://vling.net/channel/UCI-rCNlQcB1Z1XksQxMSBKA","69200","8959"
"김현욱의 지식의길","https://vling.net/channel/UC682EBeAEpHuXHcUAZ7IVjA","108000","56961"
"닥터리TV_비만 치료만 30년","https://vling.net/channel/UCIjwtJ_Ib0hMkarB2j9zYQg","141000","17731"
"명상가의 쉼터","https://vling.net/channel/UCofrUcsfPeC6rsJaLfstiSw","13000","6354"
"토킹닥터스, 토닥","https://vling.net/channel/UCjy9K1vCRO73pFawKOLq1MA","72500","14425"
"메디신","https://vling.net/channel/UCrZcOEeiGy9aNKTQubd0uxg","10600","3786"
"닥터쓰리 - 한미일의사의 쉬운 의학","https://vling.net/channel/UCkpAw1Z13syiCKj_igxK_xA","432000","48167"
"지혜백년","https://vling.net/channel/UCE27Igr1GIxF3OVqsLyZQVQ","21800","50"
"권혁수의 알러지스쿨","https://vling.net/channel/UCrilcgsaQxYFSPDuxORRL8A","68900","6288"
"epilates","https://vling.net/channel/UCbAzZlYBcFEG4F346NUpYtg","11500","128"
"귀사남","https://vling.net/channel/UCMah8P8PJBAy8kXbrVgedqw","71700","1358"
"압구정서울성형외과","https://vling.net/channel/UCqNtVCL2u5Xvx74ymboxDyg","25300","88131"
"운동하는의사, 닥터스핏","https://vling.net/channel/UCZ183HjAS3gpO0tpasKoSOA","21600","478"
"김진오의 뉴헤어 프로젝트","https://vling.net/channel/UCB1_zmwX--s9ccT0dNNFe8g","398000","56775"
"지식팡팡","https://vling.net/channel/UC57BIGNyMlnD1T3jlYE02lQ","53600","3071"
"김약사TV","https://vling.net/channel/UCbnee-jEedrcVIAzO9vr8oQ","323000","57852"
"시니어 가이드","https://vling.net/channel/UCcibY0ceQKmlz6eOkOLx1Ig","26200","8045"
"새힘라디오","https://vling.net/channel/UCPkU9Vm1tNsQVT-LpuT_Ifg","13500","4954"
"노인 건강습관","https://vling.net/channel/UC51ZcfIoWR-FQR4AOLQ4Z1Q","17500","43883"
"발레하는 펄리나 PEARLINA","https://vling.net/channel/UCJSp4GqXKkQB2Um0hhgeM3Q","54200","19962"
"닥터덕 Dr Duk","https://vling.net/channel/UC9NCnL0ZJmx33uL5GtkvsyQ","222000","9512"
"지혜 안내서","https://vling.net/channel/UCdLYgYQU3W3XO8Z7Ov7TDUg","29000","5871"
"건강채널 민트TV","https://vling.net/channel/UCySY2OPx0a6dwa-VgF26Hog","132000","32711"
"강찬 교수와 함께하는 '정형외과와 발' 이야기","https://vling.net/channel/UCbFZGQ30KGGDGXu-M2ouC3Q","15500","545"
"송도신도시 청춘4구당구TV","https://vling.net/channel/UC44IU9FLOYWYdA31ST-ZTvQ","10000","6663"
"알기쉬운 이비인후과 (Easy ENT)","https://vling.net/channel/UCym5PVQyD12kIRART5VI-Cg","14600","610"
"초기증상 자가진단","https://vling.net/channel/UC11DPi0BtPv7avqHlOGK2Zg","77500","385"
"아만보! 아는 만큼 보인다","https://vling.net/channel/UCwqWwzG89LFOkZuODlT25gQ","97900","28214"
"닥터이걸의학TV","https://vling.net/channel/UC0uDCG39HbyPybXq--q4vfw","157000","12882"
"헬스인뉴스","https://vling.net/channel/UC4CeK6-TyIxmdY8GsTuGwow","39600","519"
"재활의학과탑팀","https://vling.net/channel/UCWW--vYvkR604lbGg92J2_A","10600","206"
"송준영","https://vling.net/channel/UChNDIHBxpkgcR1SqURb0MJg","32900","3564"
" 요가배 | 뇌과학 치유요가&마인드  ","https://vling.net/channel/UCSPI5jM1Y4-QeU5twweENJA","14800","3006"
"KSMO TV_그암이 알고 싶다","https://vling.net/channel/UCMAXvVcwlqs4hk4FnWBYO7A","28600","939"
"탱자마미","https://vling.net/channel/UCMd7fLTSsu3R9POCqNPNXSQ","109000","75572"
"힐링무브 Healing move TV","https://vling.net/channel/UCjkTFSjTlZ3HfTYsh6axzSA","83000","2475"
"너너블리","https://vling.net/channel/UCyO1bz7I5ftf8V0FtSfKrqA","25700","59"
"Dr.도도라파","https://vling.net/channel/UCRUf2cB7BnbJhjcEmDYsPEA","23300","433"
"기역","https://vling.net/channel/UCaukJS52o7NLChYNUNC1RpQ","110000","2323"
"다시서다 - 체질한의사 장원장","https://vling.net/channel/UC9jtRNQ1W1ltvYL7iR03Hbw","10200","9918"
"광교 휴내과의원","https://vling.net/channel/UCb2nSnOVFmd2ziYz9QXxPHQ","29400","6824"
"박쌤의 개발새발","https://vling.net/channel/UCxOhohy2cZHuJ67leDWZMPw","82600","27108"
"재밌는 게임플레이","https://vling.net/channel/UCfrVbTUXWWYSps_OR-j8n0Q","54700","84"
"질첵언니","https://vling.net/channel/UC63STh0D1LiBvKf7FPOgyyg","93000","17462"
"신재활의 무릎재생 ▶","https://vling.net/channel/UCI2XyZ4i_5ui7vM4QO95EIA","21800","20953"
"착한언니","https://vling.net/channel/UCLVrqcbE0yH-gJnhHnU3VIg","11600","1088"
"안아파연구소","https://vling.net/channel/UCucuiFF6L8tHrhbwfPe_Zcg","125000","4171"
"마이나슈TV","https://vling.net/channel/UCGdJG9d0OaF--aSYdB23ZMw","20800","109"
"영양과학자 양과자","https://vling.net/channel/UCY-mXLM6DsS9cmSwlh0tqSA","234000","26945"
"하개월 hamonthly","https://vling.net/channel/UCYnxGaBJ2NrdBhjqjW1mtFQ","21000","1044"
"훈요가x요가트리니티 대치","https://vling.net/channel/UCaj3-or-1r_FgFDz1M_az0A","17900","130"
"Queen Solmee","https://vling.net/channel/UCahWSp7DQGJfXU1UX2BuqBA","240000","2033"
"돈키호테박서흥","https://vling.net/channel/UCOSvlw3JVFZzl00NlQsR8BQ","57200","25783"
"Healthy Life Journal","https://vling.net/channel/UC_xYZxg-iR-7dvRq5lgELXw","114000","6369"
"노후지혜TV_노후지혜, 노후이야기, 노후지식","https://vling.net/channel/UC6FvkZJBSdggqFvedVvrlpQ","64800","153"
"별빛노후","https://vling.net/channel/UCkppaBlDkqm_wwbBbiH0CHw","77500","1800"
"Dr.고정아","https://vling.net/channel/UCoi9u6GXET-Oh4y81ooO31Q","11500","9777"
"민들레한의원 다이어트 피부","https://vling.net/channel/UCVQzUdTQcc_ziEphUsD3g0A","11400","322"
"레이델","https://vling.net/channel/UCkYpGCnJfxXqJL80HxHZQng","21900","48782"
"8체질연구소","https://vling.net/channel/UCQXnPewQ9MDYJKlp_3gvVOg","25000","331"
"한국심리교육원","https://vling.net/channel/UCsH24sxk9CMIwtsjqodI55A","29100","651"
"실비스 SILVIS","https://vling.net/channel/UCuYbo04q59jhMWw9uPwVY0g","33700","3020"
"한동하채널-HANDONGHA Channel","https://vling.net/channel/UCAsZox6EymL3vaLqW69sSyw","78200","7832"
"One Day(어느날)","https://vling.net/channel/UCCHjvngcFIEYLvypeHLvrpQ","108000","9245"
"암쏘왓","https://vling.net/channel/UC7MBoaHG-aV3_MRIrPMzahA","10600","3654"
"허브누리","https://vling.net/channel/UCvFWiQVFDPCahy2bs_G0sYg","28400","3256"
"푸드닥터 심선아TV ","https://vling.net/channel/UCb9bg9e0IZ0ToLtuLOR0img","13300","1490"
"허브누리","https://vling.net/channel/UCvFWiQVFDPCahy2bs_G0sYg","28400","3256"
"습관연구소","https://vling.net/channel/UCZv4sCOPzI-1lj5nc78Pcbw","23300","698"
"with EUNJI 은지","https://vling.net/channel/UCwPCE1Ct9KkbGRudNCfURVw","29800","975"
"임지윤라인댄스 Jiyun Linedance","https://vling.net/channel/UCad-DXhhQL3WYdK_OjM4ulg","11800","2354"
"비니BINEE","https://vling.net/channel/UC8tr6-Eys0CjF9h-yAte9Gg","139000","22977"
"분석좌","https://vling.net/channel/UCvAcpJ1pNb_BtW5uO_zrL1Q","75700","1953"
"Gillette Korea 질레트코리아","https://vling.net/channel/UCsLPMQ1AUrQPduAV3RaPzWw","11400","735412"
"자생한방병원","https://vling.net/channel/UCpwd_VdrwtnanBP5V_ZK1Hg","148000","50746"
"연세우리병원TV","https://vling.net/channel/UC8FmfF0Lts4iq13nxKWwzBg","13400","2584"
"노년건강이야기","https://vling.net/channel/UCTFax5gXUo12B1NUFsAT4_Q","24200","5739"
"One Day(어느날)","https://vling.net/channel/UCCHjvngcFIEYLvypeHLvrpQ","108000","9245"
"암쏘왓","https://vling.net/channel/UC7MBoaHG-aV3_MRIrPMzahA","10600","3654"
"다이어트 해커 이서울","https://vling.net/channel/UC2CmamCD9CTWs4vo_t_gt9Q","262000","87955"
"산돌의 사랑방","https://vling.net/channel/UCcSOP99SWdfWWJjI1Cpm4JA","30300","69"
"이세나 의사","https://vling.net/channel/UCg-FXS9pTbM4sNe4IfWymKw","23100","36907"
"신비한 지식","https://vling.net/channel/UCnrM8A56BoILYgaEAOJCZnA","14500","336"
"아름다운 노년","https://vling.net/channel/UC7CeVJcJsKZZ2QOOh9n1srg","11800","546"
"윔 스튜디오","https://vling.net/channel/UCcCCMZwS2XuPB9U1-ImGrKg","11200","2463"
"ミドリの間違い探し","https://vling.net/channel/UCyd3PoCl_I6nhjT_ebosXuw","18500","6312"
"닥터윤의 바디코드","https://vling.net/channel/UC9VvD7mZmX9AKPKMnlkMc-Q","22100","759"
"박민천 채널 TV","https://vling.net/channel/UCLubZlH0ndj2sXlIl_UpesQ","10400","33"
"분당서울대학교병원","https://vling.net/channel/UCzp_EKglYlon4-hOCF6tdfw","270000","28228"
"하제용대한민국 가장 힘 쎈 남자","https://vling.net/channel/UCFJEWuZbFj2eyD5FKcBlZnw","81700","1851"
"실비스 SILVIS","https://vling.net/channel/UCuYbo04q59jhMWw9uPwVY0g","33700","3020"
"조은날하루 Joeunday","https://vling.net/channel/UCyN0Jud0f0xrrIwNsVYDU-g","62800","1445"
"유해헌터 강상욱 교수","https://vling.net/channel/UChvjYwcfwd_ZSpBgLlkoGpw","47600","3832"
"몸이편안하니 ","https://vling.net/channel/UC9gxwX8JWPGConRI1rW75Ug","20200","1212"
"황해연의 죽염건강법","https://vling.net/channel/UCTnMxgDGfaeEphIEoaCrm5Q","16300","9148"
"혈관구조대_청맥","https://vling.net/channel/UCGNtVzTi0VM4T_fOrXstv8w","10000","5819"
"지방쿸","https://vling.net/channel/UCDOgMBIqlZRyyImVB5U3ZMQ","104000","105332"
"여강사의운전교실","https://vling.net/channel/UCYM8YM6m_U-GURom-mQ4GUA","32000","6325"
"Wanhee 완희","https://vling.net/channel/UCOual_eH_ddguQGKbWc36YQ","481000","11650"
"폐암 무엇이든 물어보세요","https://vling.net/channel/UCUTt7wfoueMsWsqZup9CfvQ","44500","2769"
"CloudHospital TV","https://vling.net/channel/UCmk5WDc1-ZMPrzvjSpkAA2g","28700","668"
"올리브 다육","https://vling.net/channel/UChsDyaSqUy1cbqw5CrmWP4g","10400","51"
"울아들 _행복을 위한 빛나는 지혜","https://vling.net/channel/UCq3blAW0AsusU9nqmcXnRgA","53600","22138"
"다시봄안과 Dasibom Clinic","https://vling.net/channel/UCoTYFFk_IIhxRL6DNPhdKuQ","179000","39898"
"닥터딩요","https://vling.net/channel/UCedNxnMK3b2-_hzqLyo4stg","848000","101518"
"dahye Jeon 다혜밍","https://vling.net/channel/UC-yOit3UEMP454VsHaqf8ZA","11300","1485"
"대한심장TV","https://vling.net/channel/UCiDyclfrDIHe11ve7Gtdw_A","49000","20847"
"블랭크유 BLANK YOU","https://vling.net/channel/UCdo9o2TIHWX7PkS84Ez7cTA","35600","280"
"가비쌤","https://vling.net/channel/UCdn9O0bDIC8lZtGkYePR5QQ","20700","27850"
"바른세상병원","https://vling.net/channel/UCBdio0WCeRqN6iSzODb_KOw","126000","28517"
"민이맘의다육산책","https://vling.net/channel/UCf35hICUHra9_xMSvI-9NCQ","13400","475"
"네오바이오텍 / Neobiotech","https://vling.net/channel/UCutJAdRH5iOCff0mhP-JFHQ","19300","880"
"질병관리청 아프지마TV","https://vling.net/channel/UCa7-3Zvxg-5Rfxgu3RQY_gw","101000","16027"
"자하연TV","https://vling.net/channel/UCsHHEnpc9lUZXPQZ5I8c-wA","213000","22420"
"새마을운동중앙회","https://vling.net/channel/UCr3zzzCBXhRjUTN5W0TqMRw","26300","3179"
"이재형원장의 통합 암 정보센터","https://vling.net/channel/UCkLmpaX74uSlp0Renj9va-A","13700","718"
"샘 saem","https://vling.net/channel/UCyWSTXEurIIRwpNV9_iqovA","12100","292"
"굿닥터인부산","https://vling.net/channel/UCvpwvsqUijWVIExvXfshWEA","134000","16415"
"아이루미TV","https://vling.net/channel/UC_nRrn_riuQbOKgAyb_IOWA","40400","1351"
"이화여자대학교 의료원","https://vling.net/channel/UCzg1Ive5NEVKeTEfiopLSUA","15100","2091"
"바른몸교수ㅣ목어깨 치료사","https://vling.net/channel/UC-cek_fEjw_l8gX9Ke0Q6Rg","112000","43565"
"통증요정 김학조","https://vling.net/channel/UCo_JzTom6eRlh7UttLZq4rg","130000","32687"
"양닥터","https://vling.net/channel/UCZMl1lsaz3HqqLWye8_VLdw","96500","30591"
"두뇌활력 연구소","https://vling.net/channel/UCDsHMTplRfN3voJtSV2X0rQ","28800","35467"
"린다이어트 Lean Diet","https://vling.net/channel/UCt4P18eL_MPmTpuTFA5xHCw","140000","1614"
"시니어건강학교","https://vling.net/channel/UCflvs-PqUNjSGvH9_QGKP3g","384000","5371"
"다육이노리터 succulent noriter TV","https://vling.net/channel/UCkkPLRLFmIbHdi0J9qAb8jg","10600","1298"
"귀코목수비대","https://vling.net/channel/UCjD40Jy0I0VOxfE_NmJE9Qw","15400","10026"
"건강구조대","https://vling.net/channel/UCatDnMlI2LI2dDb15BuZbAg","678000","127072"
"에일린 mind yoga","https://vling.net/channel/UCKmEDAD5k5KFMcY5wvGIeGQ","809000","69326"
"김소형채널H","https://vling.net/channel/UCuFGPhfJlIngZaC2BjLaJdQ","1740000","229994"
"사랑합니다","https://vling.net/channel/UCLYKBuBeAFt12Bzy0X-aWMw","23600","255"
"명언모음아","https://vling.net/channel/UCrtI5OJjXboG_oBUbzKuiRg","13800","498"
"GREAT DETECTIVE COOKIE","https://vling.net/channel/UCKxQOhOP24zDieuNHDhPzZg","17200","38313"
" 시니어건강","https://vling.net/channel/UCgm7G6iEnUqX2IudIH2tiKQ","52000","30268"
"장길성","https://vling.net/channel/UCY6wFlA8TR2lRDXR_52kc0w","114000","287"
"나는의사다","https://vling.net/channel/UCjegsOAf5nOCfLfMpLyNj0A","218000","46264"
"PM11 Studio - Relaxing Music","https://vling.net/channel/UCP4WsWqUQAWZb7e6J9G9YxA","58800","81882"
"엄마들을 위한 대사 다이어트 /  매일감비환 ","https://vling.net/channel/UC6Mf-wiyKvWup51wgGzjE4A","38400","5689"
"Sunny Funny Fitness","https://vling.net/channel/UCTAcO7MyXetuvExV7Lo_L6Q","1470000","8870"
"김자영의 미토TV","https://vling.net/channel/UCBj6yA2pg3nVr4EjDcybHYA","73500","4104"
"유노튜브","https://vling.net/channel/UCrEe-LfBLXA1-bTGS4bWmtg","16200","4137"
"국가암지식정보센터","https://vling.net/channel/UCnHq2L1NAGMpb_VE_4wiSUQ","26000","958"
"김범수교수의 발편한세상","https://vling.net/channel/UCwyQf2cWzx1xm7JWZrXcnUw","153000","8885"
"eunn ","https://vling.net/channel/UCtvF3qOM4qN3HKhDBt6Nhmw","11300","471"
"대한건강","https://vling.net/channel/UC5etMYZqJUG_gS9F2wSc5Aw","12600","3543"
"우리동네산부인과, 우리동산","https://vling.net/channel/UCpgoxljexZ23-K5dN0-6hVA","378000","65841"
"바른건강","https://vling.net/channel/UCkARt3BEOlHCNtLPVuKZgQA","460000","100295"
"엑스플랜트 (xplant.co.kr)","https://vling.net/channel/UCEaJHTyVOTy-EnSiPojvQJg","29100","11131"
"Resoul Relaxing Music","https://vling.net/channel/UCNfx3Lk4eHKHIG9na9wxoTw","29600","168"
"옥이네다육이","https://vling.net/channel/UCF89PBPRAyqDtps-IvAV6cg","23600","1794"
"이재영 박사","https://vling.net/channel/UCkfkyYKAQ_NoZWVuBM7eh4g","16900","555"
"다시 청춘","https://vling.net/channel/UCWupWRVfGxqARiSDqZkMhog","124000","12819"
"백세시니어","https://vling.net/channel/UCRIEZCglywEHWUgti3zcnzA","35700","1009"
"음경확대, 조루증 중점 비뇨기과 닥터코넬","https://vling.net/channel/UCcFfwiQzKWfSXPRm2uwTmmQ","212000","13935"
"탱크약사","https://vling.net/channel/UCnHz9L-dDd_snUdOoHnq_4Q","89300","7121"
"MSK MRI Jee Eun Lee","https://vling.net/channel/UC4bw7o0l2rhxn1GJZGDmT9w","13600","1131"
"지방흡입멘토","https://vling.net/channel/UC_-fuPCHE0FqKYxyzhiD39Q","17500","23181"
"스타씨드-starseed","https://vling.net/channel/UCm_iwtc0e3VbiTFRdsrzzPA","18700","452"
"안까의사 [강남이오스안과]","https://vling.net/channel/UCLH1kOXC0wBah9o6NeOroYw","141000","15010"
"포디랩 구원장","https://vling.net/channel/UC8kg8qjjXCe2r27AduZzE4A","37500","5049"
"와꾸짱쭈늬시즌2","https://vling.net/channel/UC8ioxxWdxfUq8cUKjozBkgg","20300","12136"
"씩씩TV SickSeekTV","https://vling.net/channel/UC8TdJIAyDUcuYr2AJ7UzCNg","15500","4271"
"JTBC Life","https://vling.net/channel/UCe-gh0jfKlR_EvsNyzYphww","478000","655492"
"이지아이 언어치료","https://vling.net/channel/UClZK1xZCHZl--IIB6K1nuHg","25000","3361"
"유방건강TV","https://vling.net/channel/UCaKrG62q19ueUKDo751PePg","47300","13651"
"닥터 조커","https://vling.net/channel/UCDEG9dOfuBfvUZHnV03fsTA","13600","6949"
"지방쿸","https://vling.net/channel/UCDOgMBIqlZRyyImVB5U3ZMQ","104000","105332"
"WITHPOP","https://vling.net/channel/UCmAu1qMmRgStKu1bewXOmOg","25000","488"
"조우네 마음약국","https://vling.net/channel/UCUxmgtFk6xEoMz6OVqNIgxA","19200","513"
"네오바이오텍 / Neobiotech","https://vling.net/channel/UCutJAdRH5iOCff0mhP-JFHQ","19300","880"
"가비쌤","https://vling.net/channel/UCdn9O0bDIC8lZtGkYePR5QQ","20700","27850"
"린다이어트 Lean Diet","https://vling.net/channel/UCt4P18eL_MPmTpuTFA5xHCw","140000","1614"
"사랑합니다","https://vling.net/channel/UCLYKBuBeAFt12Bzy0X-aWMw","23600","255"
"시니어건강학교","https://vling.net/channel/UCflvs-PqUNjSGvH9_QGKP3g","384000","5371"
"음경확대, 조루증 중점 비뇨기과 닥터코넬","https://vling.net/channel/UCcFfwiQzKWfSXPRm2uwTmmQ","212000","13935"
"닥터 조커","https://vling.net/channel/UCDEG9dOfuBfvUZHnV03fsTA","13600","6949"
"바른세상병원","https://vling.net/channel/UCBdio0WCeRqN6iSzODb_KOw","126000","28517"
"유노튜브","https://vling.net/channel/UCrEe-LfBLXA1-bTGS4bWmtg","16200","4137"
"민이맘의다육산책","https://vling.net/channel/UCf35hICUHra9_xMSvI-9NCQ","13400","475"
"바른몸교수ㅣ목어깨 치료사","https://vling.net/channel/UC-cek_fEjw_l8gX9Ke0Q6Rg","112000","43565"
"김범수교수의 발편한세상","https://vling.net/channel/UCwyQf2cWzx1xm7JWZrXcnUw","153000","8885"
"국가암지식정보센터","https://vling.net/channel/UCnHq2L1NAGMpb_VE_4wiSUQ","26000","958"
"에일린 mind yoga","https://vling.net/channel/UCKmEDAD5k5KFMcY5wvGIeGQ","809000","69326"
"굿닥터인부산","https://vling.net/channel/UCvpwvsqUijWVIExvXfshWEA","134000","16415"
"새마을운동중앙회","https://vling.net/channel/UCr3zzzCBXhRjUTN5W0TqMRw","26300","3179"
"질병관리청 아프지마TV","https://vling.net/channel/UCa7-3Zvxg-5Rfxgu3RQY_gw","101000","16027"
"옥이네다육이","https://vling.net/channel/UCF89PBPRAyqDtps-IvAV6cg","23600","1794"
"자하연TV","https://vling.net/channel/UCsHHEnpc9lUZXPQZ5I8c-wA","213000","22420"
"백세박사의 장수라이프","https://vling.net/channel/UC-XDC7d8CaIZmWQ4pxIOUqA","32300","16893"
"씩씩TV SickSeekTV","https://vling.net/channel/UC8TdJIAyDUcuYr2AJ7UzCNg","15500","4271"
"우리동네산부인과, 우리동산","https://vling.net/channel/UCpgoxljexZ23-K5dN0-6hVA","378000","65841"
"최일례tv","https://vling.net/channel/UCoJptJ2l3VYXdsE5xgz6RlQ","38800","7412"
"와꾸짱쭈늬시즌2","https://vling.net/channel/UC8ioxxWdxfUq8cUKjozBkgg","20300","12136"
"김소형채널H","https://vling.net/channel/UCuFGPhfJlIngZaC2BjLaJdQ","1740000","229994"
"마이리즈스토리","https://vling.net/channel/UC_e0wZaIe8Z5e2ZSqN77B4g","39300","3967"
"건강구조대","https://vling.net/channel/UCatDnMlI2LI2dDb15BuZbAg","678000","127072"
"PM11 Studio - Relaxing Music","https://vling.net/channel/UCP4WsWqUQAWZb7e6J9G9YxA","58800","81882"
"이지아이 언어치료","https://vling.net/channel/UClZK1xZCHZl--IIB6K1nuHg","25000","3361"
"엄마들을 위한 대사 다이어트 /  매일감비환 ","https://vling.net/channel/UC6Mf-wiyKvWup51wgGzjE4A","38400","5689"
"Sunny Funny Fitness","https://vling.net/channel/UCTAcO7MyXetuvExV7Lo_L6Q","1470000","8870"
"FitBurst","https://vling.net/channel/UC00-W8j2qHJy83ONqoaM5xQ","56700","31485"
"귀코목수비대","https://vling.net/channel/UCjD40Jy0I0VOxfE_NmJE9Qw","15400","10026"
"GREAT DETECTIVE COOKIE","https://vling.net/channel/UCKxQOhOP24zDieuNHDhPzZg","17200","38313"
" 시니어건강","https://vling.net/channel/UCgm7G6iEnUqX2IudIH2tiKQ","52000","30268"
"엑스플랜트 (xplant.co.kr)","https://vling.net/channel/UCEaJHTyVOTy-EnSiPojvQJg","29100","11131"
"샘 saem","https://vling.net/channel/UCyWSTXEurIIRwpNV9_iqovA","12100","292"
"나는의사다","https://vling.net/channel/UCjegsOAf5nOCfLfMpLyNj0A","218000","46264"
"바른건강","https://vling.net/channel/UCkARt3BEOlHCNtLPVuKZgQA","460000","100295"
"유방건강TV","https://vling.net/channel/UCaKrG62q19ueUKDo751PePg","47300","13651"
"Resoul Relaxing Music","https://vling.net/channel/UCNfx3Lk4eHKHIG9na9wxoTw","29600","168"
"대한건강","https://vling.net/channel/UC5etMYZqJUG_gS9F2wSc5Aw","12600","3543"
"코비진스","https://vling.net/channel/UC3l1qgrRx8vPan82wDc3kNg","67400","723"
"질좋은 언니들","https://vling.net/channel/UCMyHgLyD-7EODGT4V7XATtw","23100","11503"
"Oneness Healing Sounds","https://vling.net/channel/UC3Yhzr4IRUyIPl0m_L1bkDw","31200","1970"
"루이빈치과 류지헌","https://vling.net/channel/UCmzK71U9c8w--ejwOTiELgg","362000","179697"
"쿠크닥스 : 멘탈 바사삭 클리닉","https://vling.net/channel/UCRU0BQP9sA2UAZYMsZdEyuA","152000","50965"
"시니어 튼튼생활","https://vling.net/channel/UC4k9vS4YntHp7mR3Qpl8CGg","64900","10334"
"강북연세병원","https://vling.net/channel/UCUjLTnftBc1ju9R6hah1lsw","96600","25622"
"무브나 Movena","https://vling.net/channel/UCTDFr-lur2d3dNBRwF0N_HA","28700","5125"
"1분도수 | 목 전문 도수치료사","https://vling.net/channel/UCWywSxMIVgYcE8lqPCwHWfg","111000","122968"
"정신과의사 정우열","https://vling.net/channel/UCXe8kMnNwdBFgW3Kb7baFcA","233000","10008"
"척추보안관TV","https://vling.net/channel/UCVfdslG41OZ7lEYjbfgIPrw","17700","814"
"일지의 브레인TV","https://vling.net/channel/UCX7JS79iJ0AjpeP_21SpD3A","287000","8332"
"광벽의 소소행","https://vling.net/channel/UCLWGXTfHBcdV-nHhaXqBRwg","34700","957"
"수호신당구레슨","https://vling.net/channel/UCkl4YH6GVz6QwT-XLXSMw-w","96800","12041"
"김아랑 Alang Kim","https://vling.net/channel/UCqLpXUYCykYLInJycJ9W3rA","128000","24259"
"DJ저요","https://vling.net/channel/UC2TkjSrLoQi8PgOTDwJzWgg","20200","586"
"배석철의 비타민B3 LAB","https://vling.net/channel/UC_UTXwnRNWyyOpW2VH81GNg","25100","5328"
"당뇨, 꺼져","https://vling.net/channel/UCrYkMzMwPwzEipZpXSedJJg","130000","73"
"또이어트","https://vling.net/channel/UCxKLvDDM3gXxAvI5J8SGBsA","12200","451"
"비비 진주 bb Jinju","https://vling.net/channel/UCuCQDwkymJKmMAk64x1Q9mA","13700","333"
"뜯다","https://vling.net/channel/UCQxLSQdfRHevLsQstMsTa3g","149000","5603"
"발명 [롤토체스]","https://vling.net/channel/UCcJliZnsRbNw4I4uWSGq_wA","44600","1764"
"정토종淨土宗  Pure Land Buddhism Korea","https://vling.net/channel/UCVgs5xVU3EoEvR6yNJoxQ_w","16500","1741"
"정우석","https://vling.net/channel/UCM5PEAoFtNy4GCL5WYAd1oA","130000","577"
"나디연세외과Nadiclinic","https://vling.net/channel/UC10AAy7YJ5Qbq5rJyH6JW_w","17400","133"
"Korean Heart Sutra","https://vling.net/channel/UCQeMqUr-7SfHTGAJo0mwE3g","16600","311"
"쏙닥터 류수형","https://vling.net/channel/UCB19vKHElP-PgrUnSjtxeDw","10100","1898"
"닥터라이블리 - 모어댄뷰티","https://vling.net/channel/UCFfa_-Gvxe2yocNTTgwThyQ","73400","10062"
"빛나리_성악힐링마스터","https://vling.net/channel/UCRYnUUK7uJYO29FVz8T4e_A","18400","1609"
"만두형 정지현  JUNG JI HYUN","https://vling.net/channel/UCzSHnaKi1jVYmCeqmkTYkUQ","25300","795"
"닥터광사부","https://vling.net/channel/UCtddk8OgBk2ijy7S4zkqoOQ","88500","6875"
"통증닥터백선생","https://vling.net/channel/UCDumz0HIZCJ9yQRf72KpN3w","23400","1535"
"중국탁구연구소","https://vling.net/channel/UCEn_SuU2BIzIzu7-x1vFv4A","36400","8389"
"Gabriel Dye","https://vling.net/channel/UC25yyLjZhqDaXarwOz-JjvA","15900","22"
"퍼니헤어 본점","https://vling.net/channel/UC6qKucW_u3H-Wm7BI3uxogg","11600","57"
"약사 메디슨맨 TV","https://vling.net/channel/UCr8tJHAIz4MOOwgdt8H0ceQ","249000","31153"
"닥터스토리","https://vling.net/channel/UCP5YHr1g0MoVPGfIR-w2p7g","10700","641"
"굿닥터 김태균","https://vling.net/channel/UCuqvo3Sona-273f0XK2qbXw","42000","19047"
"닥터BTS의 유선방송","https://vling.net/channel/UCwumnYuvftvHHQcC9A3EexA","12200","3461"
"지식한상 ","https://vling.net/channel/UCw8hsZYZcasyyLrfOFP8D-w","1380000","125827"
"육아한방","https://vling.net/channel/UCfCmwd1TAshuvZ5br2lBr1Q","10200","764"
"올바른TV","https://vling.net/channel/UC4KBmiJIUVwV4-8Ah9NlJcA","17500","3175"
"용인세브란스병원","https://vling.net/channel/UCe7f-PQyyW8t31z9dhVGYMw","23100","10733"
"콩튜브","https://vling.net/channel/UCkF8erW7v2pDtWHkUsPbmPg","37800","2697"
"페이보릿 퀴즈 • Favorite Quiz","https://vling.net/channel/UCEVNDiFkaojXxgvYRmb9CHw","15800","9607"
"시니어 건강습관 ","https://vling.net/channel/UC6Luq_KN_-1L2TvWTEWzXoQ","13800","1618"
"휴바스코리아 HUBAS KOREA","https://vling.net/channel/UCPYwLhVKQ7X0l66Q2jUp2FQ","16900","1257"
"백세 인생 이야기","https://vling.net/channel/UC4rz8qyTQb_UGmRLuEgIacg","82300","80204"
