channel_name,Channel Link,channel_id,Subscribers,Average Daily Views
임사체험 간증이야기,https://vling.net/channel/UCTuk9d0ZekFtgAbPOQxo0Xw,UCTuk9d0ZekFtgAbPOQxo0Xw,24800,2458
퍼니이슈,https://vling.net/channel/UCMyIdd9yLmLv2UuIskCK7Qg,UCMyIdd9yLmLv2UuIskCK7Qg,39800,98023
HMBC,https://vling.net/channel/UCHFR84nup5zCrmM384wbBDQ,UCHFR84nup5zCrmM384wbBDQ,116000,132997
영산회,https://vling.net/channel/UCgihbdRe9G5OEJyk9mIN3Kw,UCgihbdRe9G5OEJyk9mIN3Kw,43500,687
천선암경기도 광주 / 애동제자 / 010-9810-2494,https://vling.net/channel/UC_5q2iBoG7GUUDQA9lSaAnA,UC_5q2iBoG7GUUDQA9lSaAnA,39400,1317
文睿TV,https://vling.net/channel/UCqUi5uLJN3VzyBsn4rJtRaA,UCqUi5uLJN3VzyBsn4rJtRaA,33400,2572
隣国のおじさん,https://vling.net/channel/UC27X_qQYvU6vhOUcFj55NdA,UC27X_qQYvU6vhOUcFj55NdA,27300,24773
운빨사주,https://vling.net/channel/UCANYmmtBqXOXlPT4FPj6aqg,UCANYmmtBqXOXlPT4FPj6aqg,20500,3279
오늘의 운세TV,https://vling.net/channel/UCVuZ0Y7mLfpJ1W69dkEKCuw,UCVuZ0Y7mLfpJ1W69dkEKCuw,10300,22
보현스님TV,https://vling.net/channel/UCM8EBz9VPlR_tUVzTLrOCww,UCM8EBz9VPlR_tUVzTLrOCww,201000,6187
문사탐,https://vling.net/channel/UCVH29TDOzmKPZQegdIowWKw,UCVH29TDOzmKPZQegdIowWKw,43700,2199
NC문화재단,https://vling.net/channel/UCrmV7fabwU59QR1YUsg4I5g,UCrmV7fabwU59QR1YUsg4I5g,11800,528
UNESCO ICHCAP 유네스코아태무형유산센터,https://vling.net/channel/UCBQR7qEOWScPPnSGo-y1vGg,UCBQR7qEOWScPPnSGo-y1vGg,12800,991
해천당 이도령,https://vling.net/channel/UCqN5A4KMovqcg6sAdMM63Fw,UCqN5A4KMovqcg6sAdMM63Fw,12700,1318
Korean Lens,https://vling.net/channel/UCqvF3VofCFaWO1N91DS-uyw,UCqvF3VofCFaWO1N91DS-uyw,27000,1076
대국당 용해장군,https://vling.net/channel/UCdhMFn8cyCwFs_dFyEcXg2g,UCdhMFn8cyCwFs_dFyEcXg2g,12700,2884
신승목 TV,https://vling.net/channel/UCuO5x2_6tHMfnPW-i43zl6g,UCuO5x2_6tHMfnPW-i43zl6g,31400,173
CALLING GOD 콜링갓,https://vling.net/channel/UC1zRfFtqRWDZokdBl1jG0pw,UC1zRfFtqRWDZokdBl1jG0pw,85400,2452
정치123,https://vling.net/channel/UCK3taoieImrr565kkbl2ppA,UCK3taoieImrr565kkbl2ppA,13700,850
길위의 선객 탄명스님,https://vling.net/channel/UCdWpijG5eeUO1ukFNtDyjXg,UCdWpijG5eeUO1ukFNtDyjXg,12100,591
구슬동자윤도령,https://vling.net/channel/UCrLT0MVvKlDjhN5V9MKt39Q,UCrLT0MVvKlDjhN5V9MKt39Q,42200,5398
갈상돈TV,https://vling.net/channel/UCp72hyxeYtcll_gVKs91sxw,UCp72hyxeYtcll_gVKs91sxw,21500,1154
라이트하우스무브먼트 LighthouseMovement ,https://vling.net/channel/UCzSGltgUpGXFY_UgRDGaLaQ,UCzSGltgUpGXFY_UgRDGaLaQ,25000,2470
Creative Den,https://vling.net/channel/UCWAFtWIMxR_Qpjh_sWbmwyA,UCWAFtWIMxR_Qpjh_sWbmwyA,306000,84171
광주교회 Official,https://vling.net/channel/UCnRdHj745lc1tQP_gDR8YdQ,UCnRdHj745lc1tQP_gDR8YdQ,13200,1870
새로운교회,https://vling.net/channel/UCleQy_Mav1ywNYA41o4pRwQ,UCleQy_Mav1ywNYA41o4pRwQ,30300,1445
말씀리뷰,https://vling.net/channel/UCrHycAyeEO7M8QwkIJB1dAQ,UCrHycAyeEO7M8QwkIJB1dAQ,75800,12169
InterCP International Mission Camp,https://vling.net/channel/UCGbMk-lVcRnGtLqldUJ1FYA,UCGbMk-lVcRnGtLqldUJ1FYA,27600,2353
코리안드림 포커스 | Korean Dream Focus,https://vling.net/channel/UCxkXXExUN4vS4vPQFwQttZA,UCxkXXExUN4vS4vPQFwQttZA,16400,2375
새에덴교회(saeeden),https://vling.net/channel/UCapBxZyEfCAjx0udd3DWsgQ,UCapBxZyEfCAjx0udd3DWsgQ,63800,14929
덕천암 석정,https://vling.net/channel/UCdZ1aFbEp3O73HyM5tPuEzg,UCdZ1aFbEp3O73HyM5tPuEzg,144000,31392
법화림TV,https://vling.net/channel/UCYRU3EY8fRE1q_woQEmXIBA,UCYRU3EY8fRE1q_woQEmXIBA,19700,1348
우리공화당LIVE,https://vling.net/channel/UCzB6hqKC3euluK0rjtdmdQQ,UCzB6hqKC3euluK0rjtdmdQQ,146000,4776
고대감,https://vling.net/channel/UCC4R2T8oBcqSO0qyu91Rgzg,UCC4R2T8oBcqSO0qyu91Rgzg,23600,4504
탑골사연공원,https://vling.net/channel/UCjgM7Q280TRWOHmDT6Nr34A,UCjgM7Q280TRWOHmDT6Nr34A,17800,105
"Exhibition ON, Church of God",https://vling.net/channel/UCPsuu5vl-2cHKkYI-wvug5w,UCPsuu5vl-2cHKkYI-wvug5w,53200,1252
TV홍카콜라,https://vling.net/channel/UCfmicRK2-WdZMVQDrfcitLA,UCfmicRK2-WdZMVQDrfcitLA,742000,15763
무당 김은혜,https://vling.net/channel/UCgk4ZxZUTMepvqNTHyQaMlA,UCgk4ZxZUTMepvqNTHyQaMlA,15500,1834
사이다뉴스,https://vling.net/channel/UCZjXx6DOXUzgUZBtOdvoPjQ,UCZjXx6DOXUzgUZBtOdvoPjQ,28900,12754
발빠른튜브,https://vling.net/channel/UCLJksJSP3NHo7P1jqn-c1fw,UCLJksJSP3NHo7P1jqn-c1fw,14800,320702
히즈윌 HisWill Official,https://vling.net/channel/UCky3SPg9kg32B-jdZ8VVWpA,UCky3SPg9kg32B-jdZ8VVWpA,48300,11182
이정호 TV.토오후4시.하늘의영광보좌,https://vling.net/channel/UCIEc0IxH6ZKWEt4FcAsg3Xw,UCIEc0IxH6ZKWEt4FcAsg3Xw,35700,347
이데닉 라이프 Edenic Life,https://vling.net/channel/UCkvN1F1z-3Ck-miZn-jupSg,UCkvN1F1z-3Ck-miZn-jupSg,35400,2559
불광튜브,https://vling.net/channel/UC2CherVPJ74mghiQRwuEUnw,UC2CherVPJ74mghiQRwuEUnw,12500,5242
연세중앙교회 Yonsei Central Church,https://vling.net/channel/UCxpCUGw1ESBlYWrI57RqoGg,UCxpCUGw1ESBlYWrI57RqoGg,133000,20351
"외교부 Ministry of Foreign Affairs, Korea",https://vling.net/channel/UCwRFj9gC3meixU8fqKJdgxA,UCwRFj9gC3meixU8fqKJdgxA,97600,2056
서울드림교회,https://vling.net/channel/UCqiK2ueYzLrH-7TlxM9kQ2Q,UCqiK2ueYzLrH-7TlxM9kQ2Q,12100,2496
Pastor Pablo Shin (신재훈),https://vling.net/channel/UCFQ9qlqWHqwASTBT2XmSZLQ,UCFQ9qlqWHqwASTBT2XmSZLQ,10400,788
잘자샘,https://vling.net/channel/UCY2Td2vcSsYtMCuDiADC20Q,UCY2Td2vcSsYtMCuDiADC20Q,216000,50240
정토불교대학,https://vling.net/channel/UCQNoxpg_q2sHKIOScA9UepQ,UCQNoxpg_q2sHKIOScA9UepQ,24200,2792
7000 미라클,https://vling.net/channel/UCDwBgvIfLRQc3yqGRWaNgDQ,UCDwBgvIfLRQc3yqGRWaNgDQ,21000,3742
국가유공자 라디오,https://vling.net/channel/UCZ4TBQSB1POcb8nf-H5_G1w,UCZ4TBQSB1POcb8nf-H5_G1w,10600,3604
아웃캐스트,https://vling.net/channel/UCYqEYLmHyAIUvUdFya8-uLQ,UCYqEYLmHyAIUvUdFya8-uLQ,24000,68450
미미상인 mimisangin,https://vling.net/channel/UCMwv4_GnA-3bcA893rPUSow,UCMwv4_GnA-3bcA893rPUSow,46100,7283
세상의 모든 브랜드 이야기,https://vling.net/channel/UCI0Xv3ycP-BWr05deDZBvVg,UCI0Xv3ycP-BWr05deDZBvVg,30100,3554
이상한 가족,https://vling.net/channel/UCX7OZ_yjsnKSuz6Kg1WYo2Q,UCX7OZ_yjsnKSuz6Kg1WYo2Q,20200,2531
감동 후라이,https://vling.net/channel/UCc3X6CdRsMZVJVMEBrr7Mqg,UCc3X6CdRsMZVJVMEBrr7Mqg,19700,16162
청춘은안단테,https://vling.net/channel/UC0XZUIhY5aFO6Y8k23rlU9g,UC0XZUIhY5aFO6Y8k23rlU9g,10400,14230
오천만 사연,https://vling.net/channel/UC-Y-bh9ZLN_cw_Lm4Ynnlrw,UC-Y-bh9ZLN_cw_Lm4Ynnlrw,32200,16698
정치픽,https://vling.net/channel/UCYMukNXgYDCaJUYuW-IDQMw,UCYMukNXgYDCaJUYuW-IDQMw,37800,3599
슬기로운 기도생활,https://vling.net/channel/UCHvRjUK74vI91zlgTIhlsmA,UCHvRjUK74vI91zlgTIhlsmA,78200,13728
태을천황,https://vling.net/channel/UCGEu1Teaxlto3_CUUl_l_Yw,UCGEu1Teaxlto3_CUUl_l_Yw,13800,286
정치소담,https://vling.net/channel/UCtdZvDm8VSjucp9ZRezb8tg,UCtdZvDm8VSjucp9ZRezb8tg,49200,3623
역쟁이TV,https://vling.net/channel/UCn08VTUFQU0YVTPjZub6nXA,UCn08VTUFQU0YVTPjZub6nXA,164000,74706
이거 누가 만들었어?,https://vling.net/channel/UCwXeKxnVMcKz-qr6s4nWzIQ,UCwXeKxnVMcKz-qr6s4nWzIQ,19800,262
심플로또,https://vling.net/channel/UCPHVjQjX1ru_TUm0VMI7KVQ,UCPHVjQjX1ru_TUm0VMI7KVQ,13400,2262
교양의 시대,https://vling.net/channel/UCM0h5eNMPQTyZibB9GtW3yA,UCM0h5eNMPQTyZibB9GtW3yA,98400,2828
"사랑해요 하나님(하나님,성경말씀,설교)",https://vling.net/channel/UC1r69UTl24hAQXGOapfFYyQ,UC1r69UTl24hAQXGOapfFYyQ,11400,2335
제이컴퍼니_정치시사,https://vling.net/channel/UCZcKfUzxlBXNyAX_mVRTTlQ,UCZcKfUzxlBXNyAX_mVRTTlQ,199000,13749
문학광장,https://vling.net/channel/UCu_kTdeO4oLvj62QMkDNLXA,UCu_kTdeO4oLvj62QMkDNLXA,13600,1188
경제학의 모든것,https://vling.net/channel/UCHwWbDRUGtHlxs2nokYzf3A,UCHwWbDRUGtHlxs2nokYzf3A,47800,79
국립현대미술관 MMCA,https://vling.net/channel/UCzjCoCi2g2_kWhQusUOYF5w,UCzjCoCi2g2_kWhQusUOYF5w,79200,3361
Bandi,https://vling.net/channel/UCj2pbscMrEhydLnM8k0zQyw,UCj2pbscMrEhydLnM8k0zQyw,11000,548
안호성 목사의 설교 TV,https://vling.net/channel/UCewDv6NIq_4aJ8F9PdY1HDA,UCewDv6NIq_4aJ8F9PdY1HDA,19700,1288
부추연TV,https://vling.net/channel/UCy7i39UNvHunRZ4xXukP3aQ,UCy7i39UNvHunRZ4xXukP3aQ,61100,1624
뉴사이드,https://vling.net/channel/UCudezj2i6R94QOPqGJhbZwg,UCudezj2i6R94QOPqGJhbZwg,685000,57999
전농TV,https://vling.net/channel/UCCyekoQIkOuw7oPPgvROa-Q,UCCyekoQIkOuw7oPPgvROa-Q,29200,54
시민참여방송,https://vling.net/channel/UCBN3MgSMKvaatzb_qkG09rg,UCBN3MgSMKvaatzb_qkG09rg,30600,7751
이안(易安)인문명리연구소,https://vling.net/channel/UCJ_b0m9H3VQq-wMgEVTBeZQ,UCJ_b0m9H3VQq-wMgEVTBeZQ,42600,5035
예언과 해석,https://vling.net/channel/UCkmESE_2S-6rtHAPmAWFTwQ,UCkmESE_2S-6rtHAPmAWFTwQ,29500,879
"두란노 공식 채널, 두란노북스",https://vling.net/channel/UCArsbER8z4kkdttiBGI83RA,UCArsbER8z4kkdttiBGI83RA,40400,2097
신궁 예당만신TV,https://vling.net/channel/UCgon56aOD1m_177bgysnRPw,UCgon56aOD1m_177bgysnRPw,14000,951
한마음선원Hanmaum Seonwon,https://vling.net/channel/UC_qHnNOKsd5y75bSjCpFYmQ,UC_qHnNOKsd5y75bSjCpFYmQ,24600,5182
전수미TV,https://vling.net/channel/UCjbKlfGfaF_1ALgFl8jk2hg,UCjbKlfGfaF_1ALgFl8jk2hg,12000,1483
돌고 도는 시월드,https://vling.net/channel/UCmbkCrQVOX6XXz7b3IHJ_iA,UCmbkCrQVOX6XXz7b3IHJ_iA,155000,22032
수염아재,https://vling.net/channel/UCO45hBBmzZc-ZLT7n3m4PGA,UCO45hBBmzZc-ZLT7n3m4PGA,25400,30
천주교 서울대교구 사목국,https://vling.net/channel/UCZOv1gGSbsCm-z56XwiMYDQ,UCZOv1gGSbsCm-z56XwiMYDQ,28500,1439
안협소,https://vling.net/channel/UCYYqb06Ym3aeubtHFwA4ECg,UCYYqb06Ym3aeubtHFwA4ECg,544000,73986
TV나라사랑,https://vling.net/channel/UCCEbX3VmxVLeuGkM-XNTvNw,UCCEbX3VmxVLeuGkM-XNTvNw,39400,2153
지노프레이즈 ZINOPRAISE,https://vling.net/channel/UCe9mXrQkew2LyqSYlJ4quPg,UCe9mXrQkew2LyqSYlJ4quPg,11200,1426
감동대한민국,https://vling.net/channel/UCrIBGe2V01x4KMe8r_nPRlQ,UCrIBGe2V01x4KMe8r_nPRlQ,10700,521
쉬는시간,https://vling.net/channel/UCChCGzA-yKpyDH7vSvBJoIA,UCChCGzA-yKpyDH7vSvBJoIA,62900,22357
영웅TV : 김문훈 목사,https://vling.net/channel/UCcEklVfHLZSwFAnAoy6BgnQ,UCcEklVfHLZSwFAnAoy6BgnQ,60500,23598
이화꽃대신,https://vling.net/channel/UCzGAd8pF5Je7DiXblqzhNkA,UCzGAd8pF5Je7DiXblqzhNkA,28300,1409
만신장군 명인 김성주 선생님,https://vling.net/channel/UChP-klXIX1dzQELy-RGyf-A,UChP-klXIX1dzQELy-RGyf-A,22100,796
기묘한 밤,https://vling.net/channel/UC_SgaM1zbb1Mibnsp6J0fJA,UC_SgaM1zbb1Mibnsp6J0fJA,1090000,233922
고병찬TV,https://vling.net/channel/UCPoa7pl3y-Wudlwz0x6hgkA,UCPoa7pl3y-Wudlwz0x6hgkA,27300,128
만나워십,https://vling.net/channel/UCF562uDvgi9B5cXpp5QBVjg,UCF562uDvgi9B5cXpp5QBVjg,93900,8860
국가인권위원회,https://vling.net/channel/UCoeG4QtnNXXeMEU94cUBihA,UCoeG4QtnNXXeMEU94cUBihA,45800,1230
충격통,https://vling.net/channel/UCY1n0x0gPlpUwx00NcGEDxw,UCY1n0x0gPlpUwx00NcGEDxw,22800,9528
"Newsong, Church of God",https://vling.net/channel/UCMGEd5kKEwErD4M17ujsSEQ,UCMGEd5kKEwErD4M17ujsSEQ,142000,42201
홍익학당,https://vling.net/channel/UCI8HW08rOSlvweOjJ9Gp2Ng,UCI8HW08rOSlvweOjJ9Gp2Ng,161000,13398
Dark Crime,https://vling.net/channel/UCJGGuxqVTkMIU4J2G_SiE_A,UCJGGuxqVTkMIU4J2G_SiE_A,29100,16518
갓쇼의 톡툰,https://vling.net/channel/UCIyCuNLXToRkyBHu1gRbxGQ,UCIyCuNLXToRkyBHu1gRbxGQ,85100,79460
UNDER 73 STUDIO,https://vling.net/channel/UChGHoVjZwiPAH2gOpHspR4Q,UChGHoVjZwiPAH2gOpHspR4Q,61100,63019
이마르띠노,https://vling.net/channel/UCgsJIfzG-OmnY8O8rFZjtUQ,UCgsJIfzG-OmnY8O8rFZjtUQ,31400,12034
삼송제일교회 The first of samsong Church,https://vling.net/channel/UCKihLFs1j7iM5lvduT7ILMA,UCKihLFs1j7iM5lvduT7ILMA,10900,1795
홍영웅의 사건파일,https://vling.net/channel/UCVjl77IKoC9fjmD7zODn4kw,UCVjl77IKoC9fjmD7zODn4kw,17400,44513
마음 정거장,https://vling.net/channel/UCDL5vp0_vkUG2mGlNXOpPug,UCDL5vp0_vkUG2mGlNXOpPug,13900,39660
고요한울림,https://vling.net/channel/UCaSMTZKTYjyPF2V5Y8AgDtg,UCaSMTZKTYjyPF2V5Y8AgDtg,27000,895
겸손기도 신부[가톨릭],https://vling.net/channel/UCfKgRiF00QRrY-zFO28Dlzg,UCfKgRiF00QRrY-zFO28Dlzg,28100,4605
KFN,https://vling.net/channel/UCXNMgSZqmfX1_K8Uf4l4sog,UCXNMgSZqmfX1_K8Uf4l4sog,1060000,342989
세계로교회,https://vling.net/channel/UCdyL69IH7WHJHOGhtejC8bQ,UCdyL69IH7WHJHOGhtejC8bQ,136000,29551
애기씨당,https://vling.net/channel/UC_Kh-qgPAZ8QFnGjtytArKQ,UC_Kh-qgPAZ8QFnGjtytArKQ,11300,758
미국시골목사,https://vling.net/channel/UCcg5HitJyM35QW0ROPJaRtA,UCcg5HitJyM35QW0ROPJaRtA,16200,6243
[판사의 마음] 판사출신 문유진 변호사,https://vling.net/channel/UCDat02pvrCcXdOo9801lAow,UCDat02pvrCcXdOo9801lAow,104000,8971
우리들의 생활정치,https://vling.net/channel/UCyFQ_ltNR2STsc7YNNyzUjA,UCyFQ_ltNR2STsc7YNNyzUjA,258000,19332
消えた時間,https://vling.net/channel/UCF5tmaIKfz-5weHew7BH5zg,UCF5tmaIKfz-5weHew7BH5zg,10500,30704
 동홍천교회 나단 김정환 목사 TV  ,https://vling.net/channel/UC_bM3osZIFYPTsK20Dd2Vug,UC_bM3osZIFYPTsK20Dd2Vug,11500,57866
내가 매일 기쁘게,https://vling.net/channel/UCJc0AUs6kbwzy23DGyERahg,UCJc0AUs6kbwzy23DGyERahg,283000,26676
민성사무당하림,https://vling.net/channel/UClx1myM2XDI1Kl7ZOOMm3FA,UClx1myM2XDI1Kl7ZOOMm3FA,22900,3345
무의식연구소,https://vling.net/channel/UCVhFJyAHl6FvaRI26G62ZFQ,UCVhFJyAHl6FvaRI26G62ZFQ,122000,13619
사)부산성시화운동본부,https://vling.net/channel/UCJ7nyeked8jHUhVZR7uWS1w,UCJ7nyeked8jHUhVZR7uWS1w,13000,182
그사랑,https://vling.net/channel/UCiyZpjKmMWdOZzKKMmLqK1Q,UCiyZpjKmMWdOZzKKMmLqK1Q,19800,1981
오산리최자실기념금식기도원,https://vling.net/channel/UCKMaWEbhER_7WtsDpn8ZR2g,UCKMaWEbhER_7WtsDpn8ZR2g,50500,4675
하현재TV,https://vling.net/channel/UCyNsQI4_mdsaH3ECL8-w19Q,UCyNsQI4_mdsaH3ECL8-w19Q,17500,15235
chungwoon church,https://vling.net/channel/UCqo701psl90ou0bQOADLqyQ,UCqo701psl90ou0bQOADLqyQ,11800,2487
KMIB,https://vling.net/channel/UCSuuVcF9lix5dwFmAPkHE-g,UCSuuVcF9lix5dwFmAPkHE-g,183000,14876
DHHC 하늘소망교회,https://vling.net/channel/UCZzkGDRI4xP5WfLc33htN1w,UCZzkGDRI4xP5WfLc33htN1w,14600,1340
성령 안의 삶(성령쇄신) - 한프란치스카,https://vling.net/channel/UC-4V6KB881maMQHPJVI7LXA,UC-4V6KB881maMQHPJVI7LXA,11300,136
노금채TV2,https://vling.net/channel/UCYUpffQpzjrmWnjR3gLjahA,UCYUpffQpzjrmWnjR3gLjahA,17900,603
맑고 향기롭게 길상사,https://vling.net/channel/UCNH3uANrJxm8yUSByOONL1Q,UCNH3uANrJxm8yUSByOONL1Q,14100,1435
지릿지릿,https://vling.net/channel/UCiWnCbb9k3ZbirIIbwncjrw,UCiWnCbb9k3ZbirIIbwncjrw,86300,20566
감동쓰나미,https://vling.net/channel/UCCcouVtd0bGzsn9mM1EeBNw,UCCcouVtd0bGzsn9mM1EeBNw,16300,1622
이방인의 한국살이,https://vling.net/channel/UCZISSAMFewWQRGO_rDbec2g,UCZISSAMFewWQRGO_rDbec2g,19900,37407
변변TV 이혼전문여성변호사 변경민,https://vling.net/channel/UCmkTYZWN8YjRf7QUwKGc-3Q,UCmkTYZWN8YjRf7QUwKGc-3Q,20400,2701
Кайрос ТВ,https://vling.net/channel/UClMEQRaRCEubR_wmxdwHqqg,UClMEQRaRCEubR_wmxdwHqqg,10800,2171
결혼전문가 김경애,https://vling.net/channel/UCUydSSjERldLmbZuLrZZpcg,UCUydSSjERldLmbZuLrZZpcg,14600,1063
현대종교TV,https://vling.net/channel/UCVD1v8tXTlX98fX6t0ObdVw,UCVD1v8tXTlX98fX6t0ObdVw,29200,1709
오세훈TV,https://vling.net/channel/UCiaz5apWE3XBKRTAqBsx-zw,UCiaz5apWE3XBKRTAqBsx-zw,166000,6113
닥쳐라정치,https://vling.net/channel/UCHeyp-ksPvSH6faR8VrO21Q,UCHeyp-ksPvSH6faR8VrO21Q,325000,91745
신촌성결교회,https://vling.net/channel/UCcGkobjI9S3VjDFOil7AYUQ,UCcGkobjI9S3VjDFOil7AYUQ,17700,2837
운정참존교회,https://vling.net/channel/UCkOkgVhksDPR3vdCjflq2aQ,UCkOkgVhksDPR3vdCjflq2aQ,166000,14004
해양경찰청,https://vling.net/channel/UCl6GW0nhB6UIL05h2oF3vRA,UCl6GW0nhB6UIL05h2oF3vRA,21800,2598
오박사 솔루션,https://vling.net/channel/UCr-KZJW-vlmAnfjUw56Jsrg,UCr-KZJW-vlmAnfjUw56Jsrg,31100,2705
공셸TV,https://vling.net/channel/UCWxjiGSVrwU4rbSxEMBIZiA,UCWxjiGSVrwU4rbSxEMBIZiA,45300,2529
강남중앙교회,https://vling.net/channel/UCiNarmdxvjYmkpmnt8yRYsg,UCiNarmdxvjYmkpmnt8yRYsg,27500,11581
한방언니,https://vling.net/channel/UCnPG3kj0a_yls_LWRrTSewA,UCnPG3kj0a_yls_LWRrTSewA,415000,517329
큐티엠,https://vling.net/channel/UCoRGlo0c2iLO6E11O4TFyPw,UCoRGlo0c2iLO6E11O4TFyPw,79400,22124
덕분TV,https://vling.net/channel/UCq4IYvIXWeoEaNxSgxBqKww,UCq4IYvIXWeoEaNxSgxBqKww,292000,47978
코리아원더풀,https://vling.net/channel/UCRKxKTfWwWDkH-xsiVPjaRA,UCRKxKTfWwWDkH-xsiVPjaRA,90900,36531
코리아주모,https://vling.net/channel/UCZpsZ57htcg9hxtIWG01oug,UCZpsZ57htcg9hxtIWG01oug,75500,7156
가든국제결혼(인생은10차선),https://vling.net/channel/UCAOWqcG6ioaMj5XeAgMqQ5g,UCAOWqcG6ioaMj5XeAgMqQ5g,10000,1182
AMD미디어,https://vling.net/channel/UCEkvJ4es19IG7NpbMQUygFg,UCEkvJ4es19IG7NpbMQUygFg,57000,52226
제칠일안식일예수재림교회,https://vling.net/channel/UCF8IMoyVeAPlcRU3V3B3jeA,UCF8IMoyVeAPlcRU3V3B3jeA,22300,8503
010.7202.0675 TV칠성정사,https://vling.net/channel/UCi5_3sZfbjXV_iZlgTywcIA,UCi5_3sZfbjXV_iZlgTywcIA,13800,2862
이철은NK TV,https://vling.net/channel/UCSMpUVJquw1QsdnOMnlTt2g,UCSMpUVJquw1QsdnOMnlTt2g,127000,49266
널 위한 문화예술,https://vling.net/channel/UCZr3cu75jx6Sz-6KRQ50ySA,UCZr3cu75jx6Sz-6KRQ50ySA,446000,38615
HEB방송,https://vling.net/channel/UCeoCmEOb7eST82Q7OE8U26A,UCeoCmEOb7eST82Q7OE8U26A,237000,28040
센터필드 CenterField,https://vling.net/channel/UCOiIqb7QPJaN7Fr3gzJa09w,UCOiIqb7QPJaN7Fr3gzJa09w,25300,20536
해신암,https://vling.net/channel/UCjcARtURtpSmaMV8rUKBCQA,UCjcARtURtpSmaMV8rUKBCQA,38400,4542
통일시대TV,https://vling.net/channel/UCQiQNOIqZAdrsSnOHEfgtMQ,UCQiQNOIqZAdrsSnOHEfgtMQ,14200,9395
온누리교회 여성사역,https://vling.net/channel/UCWQY8HC94kq9YT9VbC6N3mg,UCWQY8HC94kq9YT9VbC6N3mg,15000,523
우리는교회,https://vling.net/channel/UCSFW3SEUXWvKFzRO0pHT9mQ,UCSFW3SEUXWvKFzRO0pHT9mQ,46400,8540
평산책방,https://vling.net/channel/UCZs4JB7TzuOiKmPrCXQ3Gyg,UCZs4JB7TzuOiKmPrCXQ3Gyg,47200,7570
정준희의 해시티비,https://vling.net/channel/UCt77qfhriWeDMbSNft8bdHQ,UCt77qfhriWeDMbSNft8bdHQ,201000,23461
나빨TV,https://vling.net/channel/UCj1UYz0tDaoBVd8fLpI9Qeg,UCj1UYz0tDaoBVd8fLpI9Qeg,62400,440
청춘의목소리,https://vling.net/channel/UCOhF781GjxYius4NN-7hiXw,UCOhF781GjxYius4NN-7hiXw,63300,372038
장경동 티비교회 Chang Kyung Dong Media Church,https://vling.net/channel/UCkoVP0f0H5ZvXkvN8RypKNw,UCkoVP0f0H5ZvXkvN8RypKNw,96300,8071
ANOINTING 화양교회,https://vling.net/channel/UCd2cL2bgCRuaLRwEQF2Mxzw,UCd2cL2bgCRuaLRwEQF2Mxzw,17200,4092
BBS 플러스,https://vling.net/channel/UCMMYnnrJSB1c-1-uHdeR1MQ,UCMMYnnrJSB1c-1-uHdeR1MQ,18400,320
개장호 팟캐스트,https://vling.net/channel/UC8w6JV0B60_alM-u2lvL4qA,UC8w6JV0B60_alM-u2lvL4qA,12200,23879
주백의 영역전개,https://vling.net/channel/UC2uZSz_DY57Vu10Ca5giYHg,UC2uZSz_DY57Vu10Ca5giYHg,20900,172938
열일곱이다 - 가톨릭 찬양크루,https://vling.net/channel/UCMw4eAUqRsBBdx7oxPFSc2A,UCMw4eAUqRsBBdx7oxPFSc2A,140000,18690
정치끝장전,https://vling.net/channel/UCyXlZdeDbrTlyEFDQJ8xnug,UCyXlZdeDbrTlyEFDQJ8xnug,16900,61558
경산중앙교회,https://vling.net/channel/UCK3Q4MGiowIcDX8Y0vPI5HQ,UCK3Q4MGiowIcDX8Y0vPI5HQ,20200,7091
범산스님의 할TV,https://vling.net/channel/UCJS92uFeSxvDzKJMRUi2LRg,UCJS92uFeSxvDzKJMRUi2LRg,34200,2066
여의도블루스,https://vling.net/channel/UCzv5MFX6-pU5n58eJtHuEbA,UCzv5MFX6-pU5n58eJtHuEbA,36900,72857
인생변호사 - 검사출신 형사전문변호사,https://vling.net/channel/UCVKni0FgB1zsXi1j_uQ0Iyg,UCVKni0FgB1zsXi1j_uQ0Iyg,207000,74598
여의도너머,https://vling.net/channel/UCIDNr5dMPYQwwklOqJRUvWw,UCIDNr5dMPYQwwklOqJRUvWw,69000,173337
rosario이상각 신부,https://vling.net/channel/UCtTFREOPRVXkdLAE5lqhFHQ,UCtTFREOPRVXkdLAE5lqhFHQ,37500,1112
대구동신교회,https://vling.net/channel/UCuWebi6hqVRFsvb6UmWr9Qg,UCuWebi6hqVRFsvb6UmWr9Qg,19600,6731
구슬동자 윤도령,https://vling.net/channel/UCwWXZfDeguSG_J79vsPXvOA,UCwWXZfDeguSG_J79vsPXvOA,36200,10687
총리실TV,https://vling.net/channel/UCbdeHam35cqnRNdVT3Y0ldg,UCbdeHam35cqnRNdVT3Y0ldg,32000,54905
한국경배교회,https://vling.net/channel/UCSCCzOVekxJ-5CKuxhaRz3g,UCSCCzOVekxJ-5CKuxhaRz3g,35700,137
최한욱TV,https://vling.net/channel/UCcfnM_fIX1Q_ikHV7dbGI_w,UCcfnM_fIX1Q_ikHV7dbGI_w,66500,72241
번개탄TV,https://vling.net/channel/UCFTQkZ7vqcWjPkN4KeEyHdw,UCFTQkZ7vqcWjPkN4KeEyHdw,34100,1895
상당교회SDTV,https://vling.net/channel/UC7EmCHrdRg1wwuzS5VnAE3Q,UC7EmCHrdRg1wwuzS5VnAE3Q,36600,2343
